source,class_name,object_id,split,status,crop,confidence,prompt,box
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\4.2.jpg,food_container,4,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\4__4.2.jpg,0.086307,plastic box,"[58, 123, 167, 209]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\4.3.jpg,food_container,4,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\4__4.3.jpg,0.168532,plastic box,"[53, 127, 185, 203]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\4.4.jpg,food_container,4,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\4__4.4.jpg,0.139413,plastic box,"[74, 129, 179, 213]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\4.5.jpg,food_container,4,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\4__4.5.jpg,0.191262,plastic box,"[69, 130, 182, 211]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\4.6.jpg,food_container,4,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\4__4.6.jpg,0.199746,plastic box,"[57, 135, 177, 211]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\4.7.jpg,food_container,4,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\4__4.7.jpg,0.182803,plastic box,"[64, 138, 155, 210]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\4.8.jpg,food_container,4,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\4__4.8.jpg,0.118437,plastic box,"[50, 136, 157, 213]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\4.9.jpg,food_container,4,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\4__4.9.jpg,0.101432,plastic box,"[72, 117, 204, 173]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\6.1.jpg,food_container,6,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\6__6.1.jpg,0.386466,food bowl,"[41, 119, 159, 202]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\6.10.jpg,food_container,6,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\6__6.10.jpg,0.433023,food bowl,"[105, 72, 240, 184]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\6.2.jpg,food_container,6,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\6__6.2.jpg,0.504322,food bowl,"[54, 102, 172, 186]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\6.3.jpg,food_container,6,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\6__6.3.jpg,0.294036,food bowl,"[61, 82, 217, 202]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\6.4.jpg,food_container,6,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\6__6.4.jpg,0.367459,food bowl,"[76, 98, 223, 210]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\6.5.jpg,food_container,6,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\6__6.5.jpg,0.276160,food bowl,"[59, 99, 199, 202]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\6.6.jpg,food_container,6,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\6__6.6.jpg,0.028544,food bowl,"[58, 75, 186, 188]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\6.7.jpg,food_container,6,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\6__6.7.jpg,0.310058,food bowl,"[71, 102, 154, 162]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\6.8.jpg,food_container,6,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\6__6.8.jpg,0.060178,food bowl,"[97, 50, 233, 169]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\6.9.jpg,food_container,6,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\6__6.9.jpg,0.022374,food bowl,"[82, 47, 202, 167]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box1 (1).jpg,food_container,box1,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box1 (10).jpg,food_container,box1,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box1 (2).jpg,food_container,box1,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\box1__box1 (2).jpg,0.031867,plastic box,"[222, 45, 240, 92]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box1 (3).jpg,food_container,box1,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\box1__box1 (3).jpg,0.026686,food storage container,"[32, 21, 207, 196]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box1 (4).jpg,food_container,box1,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box1 (5).jpg,food_container,box1,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box1 (6).jpg,food_container,box1,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box1 (7).jpg,food_container,box1,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\box1__box1 (7).jpg,0.028628,plastic box,"[80, 28, 198, 165]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box1 (8).jpg,food_container,box1,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\box1__box1 (8).jpg,0.039663,food storage container,"[44, 0, 227, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box1 (9).jpg,food_container,box1,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\box1__box1 (9).jpg,0.027131,food bowl,"[78, 56, 198, 202]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box2.1.jpg,food_container,box2,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box2.10.jpg,food_container,box2,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\box2__box2.10.jpg,0.070112,food bowl,"[54, 112, 238, 206]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box2.11.jpg,food_container,box2,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\box2__box2.11.jpg,0.050891,food bowl,"[36, 18, 217, 158]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box2.2.jpg,food_container,box2,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\box2__box2.2.jpg,0.045193,plastic box,"[97, 16, 238, 154]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box2.3.jpg,food_container,box2,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box2.4.jpg,food_container,box2,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\box2__box2.4.jpg,0.080330,food bowl,"[24, 89, 214, 186]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box2.5.jpg,food_container,box2,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\box2__box2.5.jpg,0.175653,food bowl,"[0, 67, 177, 157]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box2.6.jpg,food_container,box2,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box2.7.jpg,food_container,box2,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\box2__box2.7.jpg,0.064444,food bowl,"[59, 96, 213, 191]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box2.8.jpg,food_container,box2,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\box2__box2.8.jpg,0.201348,food bowl,"[83, 124, 186, 175]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box2.9.jpg,food_container,box2,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\box2__box2.9.jpg,0.053659,food bowl,"[53, 127, 213, 209]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box3.1.jpg,food_container,box3,test,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\test\food_container\box3__box3.1.jpg,0.082565,plastic box,"[62, 47, 239, 161]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box3.10.jpg,food_container,box3,test,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\test\food_container\box3__box3.10.jpg,0.072245,plastic box,"[33, 115, 212, 196]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box3.2.jpg,food_container,box3,test,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\test\food_container\box3__box3.2.jpg,0.092646,food bowl,"[65, 65, 240, 181]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box3.3.jpg,food_container,box3,test,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box3.4.jpg,food_container,box3,test,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\test\food_container\box3__box3.4.jpg,0.040887,food bowl,"[25, 20, 216, 125]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box3.5.jpg,food_container,box3,test,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\test\food_container\box3__box3.5.jpg,0.021806,food bowl,"[72, 61, 209, 129]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box3.6.jpg,food_container,box3,test,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\test\food_container\box3__box3.6.jpg,0.041976,food bowl,"[74, 42, 220, 140]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box3.7.jpg,food_container,box3,test,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\test\food_container\box3__box3.7.jpg,0.027242,plastic box,"[40, 53, 181, 166]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box3.8.jpg,food_container,box3,test,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\test\food_container\box3__box3.8.jpg,0.029598,plastic box,"[68, 14, 219, 165]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\box3.9.jpg,food_container,box3,test,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (1).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (10).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (11).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (13).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (14).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (16).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (17).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (18).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (19).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (2).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (20).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (21).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (22).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (23).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (23).jpg,0.020972,plastic box,"[0, 63, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (24).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (24).jpg,0.062521,food storage container,"[7, 81, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (25).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (27).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (3).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (32).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (32).jpg,0.100131,food bowl,"[49, 0, 240, 221]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (33).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (34).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (34).jpg,0.028834,food bowl,"[48, 0, 240, 223]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (35).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (36).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (4).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (41).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (42).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (43).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (44).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (45).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (48).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (49).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (5).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (50).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (51).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (52).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (53).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (54).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (55).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (55).jpg,0.082535,food bowl,"[26, 31, 187, 195]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (56).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (56).jpg,0.057737,food bowl,"[43, 60, 184, 176]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (57).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (57).jpg,0.022754,food bowl,"[46, 49, 193, 171]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (58).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (58).jpg,0.039823,food bowl,"[36, 29, 196, 168]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (59).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (59).jpg,0.037636,food bowl,"[36, 27, 198, 168]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (6).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (60).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (60).jpg,0.034603,food bowl,"[52, 0, 239, 166]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (61).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (67).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (68).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (69).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (69).jpg,0.030945,plastic box,"[0, 72, 239, 196]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (7).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (70).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (70).jpg,0.035062,plastic box,"[10, 72, 240, 195]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (71).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (71).jpg,0.042874,plastic box,"[9, 96, 240, 234]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (72).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (72).jpg,0.043633,plastic box,"[22, 103, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (73).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (73).jpg,0.095544,plastic box,"[70, 63, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (74).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (75).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (77).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (78).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (78).jpg,0.041938,plastic box,"[0, 76, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (79).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (8).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (8).jpg,0.020062,food bowl,"[28, 15, 240, 204]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (80).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (81).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (81).jpg,0.040817,plastic box,"[20, 0, 240, 102]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (82).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (84).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (85).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (87).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (88).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (88).jpg,0.036882,food storage container,"[42, 36, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (89).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (89).jpg,0.099346,food storage container,"[14, 38, 214, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (9).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (90).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (90).jpg,0.203319,food storage container,"[0, 30, 204, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (91).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (92).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (92).jpg,0.080033,food storage container,"[87, 15, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (93).jpg,food_container,락앤락,val,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\val\food_container\락앤락__락앤락 (93).jpg,0.104411,food storage container,"[83, 13, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (94).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (95).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (96).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (97).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (98).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\락앤락 (99).jpg,food_container,락앤락,val,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\텀블러\2 (1).jpg,drink_container,2,test,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\test\drink_container\2__2 (1).jpg,0.526736,coffee mug,"[951, 843, 2007, 3258]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\텀블러\2 (10).jpg,drink_container,2,test,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\test\drink_container\2__2 (10).jpg,0.448890,coffee mug,"[1372, 159, 2738, 2638]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\텀블러\2 (2).jpg,drink_container,2,test,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\test\drink_container\2__2 (2).jpg,0.558244,coffee mug,"[880, 369, 2239, 3241]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\텀블러\2 (3).jpg,drink_container,2,test,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\test\drink_container\2__2 (3).jpg,0.800018,drinking cup,"[1033, 781, 1945, 2987]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\텀블러\2 (4).jpg,drink_container,2,test,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\텀블러\2 (5).jpg,drink_container,2,test,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\test\drink_container\2__2 (5).jpg,0.341791,travel mug,"[1060, 905, 2006, 3823]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\텀블러\2 (6).jpg,drink_container,2,test,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\텀블러\2 (7).jpg,drink_container,2,test,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\test\drink_container\2__2 (7).jpg,0.281753,travel mug,"[835, 214, 2146, 3806]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\텀블러\2 (8).jpg,drink_container,2,test,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\test\drink_container\2__2 (8).jpg,0.441770,coffee mug,"[276, 331, 2181, 3814]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\텀블러\2 (9).jpg,drink_container,2,test,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\test\drink_container\2__2 (9).jpg,0.631098,drinking cup,"[101, 0, 2411, 3668]"
